1,"[0, 1, 1, 1, 0, 1, 1]"
2,"[1, 0, 1, 1, 1, 0, 0]"
3,"[0, 0, 1, 1, 0, 0, 0]"
4,"[0, 1, 1, 0, 1, 0, 1]"
5,"[1, 0, 0, 0, 0, 1, 0]"
6,"[0, 0, 1, 1, 0, 0, 1]"
7,"[0, 0, 0, 1, 0, 1, 0]"
8,"[0, 1, 0, 0, 1, 1, 0]"
9,"[0, 1, 1, 1, 1, 1, 0]"
10,"[1, 0, 1, 1, 0, 0, 0]"
11,"[0, 1, 1, 0, 0, 1, 1]"
12,"[1, 1, 1, 0, 1, 1, 1]"
13,"[1, 0, 1, 1, 0, 1, 1]"
14,"[0, 0, 0, 1, 1, 0, 1]"
15,"[1, 1, 0, 0, 0, 0, 0]"
16,"[0, 0, 1, 1, 1, 1, 1]"
17,"[1, 0, 0, 0, 0, 1, 0]"
18,"[1, 0, 1, 1, 0, 0, 1]"
19,"[1, 1, 0, 0, 1, 1, 1]"
20,"[0, 0, 1, 1, 1, 1, 1]"
21,"[1, 1, 0, 0, 0, 0, 1]"
22,"[0, 0, 0, 0, 0, 0, 1]"
23,"[1, 1, 1, 0, 1, 1, 0]"
24,"[0, 1, 1, 1, 1, 1, 0]"
25,"[1, 0, 1, 0, 1, 1, 0]"
26,"[0, 0, 0, 1, 0, 1, 1]"
27,"[1, 1, 1, 0, 0, 1, 0]"
28,"[1, 1, 1, 0, 1, 0, 1]"
29,"[0, 1, 1, 1, 0, 0, 1]"
30,"[0, 1, 1, 1, 1, 0, 1]"
31,"[1, 1, 0, 1, 1, 0, 0]"
32,"[1, 0, 1, 1, 0, 0, 1]"
33,"[1, 0, 0, 0, 1, 1, 0]"
34,"[1, 1, 1, 1, 1, 1, 1]"
35,"[1, 1, 1, 1, 0, 0, 1]"
36,"[1, 1, 1, 1, 0, 1, 1]"
37,"[1, 1, 1, 1, 0, 1, 0]"
38,"[0, 1, 0, 0, 1, 1, 1]"
39,"[0, 0, 0, 1, 0, 0, 0]"
40,"[1, 0, 1, 0, 0, 0, 1]"
41,"[1, 1, 1, 0, 0, 1, 0]"
42,"[1, 0, 1, 0, 0, 1, 0]"
43,"[0, 0, 0, 1, 0, 0, 0]"
44,"[1, 0, 1, 1, 1, 1, 0]"
45,"[1, 0, 0, 0, 0, 1, 0]"
46,"[0, 0, 1, 0, 1, 1, 1]"
47,"[0, 0, 0, 0, 0, 1, 1]"
48,"[1, 0, 1, 0, 1, 1, 0]"
49,"[1, 1, 1, 1, 1, 1, 1]"
50,"[0, 0, 1, 1, 0, 1, 0]"
51,"[0, 1, 1, 0, 0, 1, 1]"
52,"[0, 1, 0, 1, 1, 0, 0]"
53,"[0, 1, 1, 0, 0, 1, 0]"
54,"[0, 0, 0, 1, 0, 0, 0]"
55,"[0, 0, 0, 1, 1, 1, 0]"
56,"[0, 0, 1, 1, 0, 1, 0]"
57,"[1, 0, 0, 0, 1, 1, 1]"
58,"[1, 1, 0, 0, 0, 0, 1]"
59,"[0, 1, 1, 0, 1, 1, 1]"
60,"[1, 0, 1, 1, 1, 1, 1]"
61,"[1, 1, 0, 1, 0, 1, 0]"
62,"[0, 0, 0, 1, 1, 1, 1]"
63,"[1, 1, 0, 0, 1, 0, 1]"
64,"[0, 1, 0, 0, 0, 1, 0]"
65,"[0, 1, 0, 0, 0, 1, 0]"
66,"[1, 1, 0, 1, 1, 0, 1]"
67,"[0, 1, 1, 1, 0, 0, 1]"
68,"[1, 0, 1, 0, 0, 1, 1]"
69,"[1, 0, 1, 0, 1, 0, 1]"
70,"[1, 1, 0, 0, 0, 0, 0]"
71,"[0, 1, 0, 1, 1, 0, 0]"
72,"[1, 1, 0, 1, 0, 1, 1]"
73,"[0, 0, 0, 1, 1, 0, 1]"
74,"[0, 1, 1, 0, 1, 0, 0]"
75,"[1, 1, 1, 1, 1, 0, 0]"
76,"[0, 0, 1, 0, 1, 0, 0]"
77,"[0, 0, 0, 1, 0, 1, 0]"
78,"[1, 1, 0, 0, 1, 1, 0]"
79,"[1, 0, 0, 1, 0, 1, 0]"
80,"[1, 0, 0, 0, 0, 0, 0]"
81,"[1, 0, 0, 1, 0, 0, 1]"
82,"[0, 1, 0, 0, 0, 0, 1]"
83,"[0, 1, 1, 1, 1, 1, 0]"
84,"[1, 0, 0, 1, 0, 1, 1]"
85,"[1, 0, 0, 1, 1, 1, 0]"
86,"[1, 0, 1, 0, 1, 1, 1]"
87,"[1, 1, 0, 1, 1, 0, 0]"
88,"[0, 0, 1, 0, 0, 1, 0]"
89,"[1, 1, 0, 0, 1, 1, 1]"
90,"[0, 1, 0, 0, 0, 0, 0]"
91,"[0, 0, 1, 0, 0, 1, 1]"
92,"[0, 0, 0, 0, 0, 0, 1]"
93,"[0, 0, 0, 1, 1, 1, 1]"
94,"[1, 1, 1, 1, 1, 0, 1]"
95,"[1, 0, 0, 0, 1, 0, 0]"
96,"[1, 1, 0, 0, 1, 0, 1]"
97,"[0, 1, 0, 0, 1, 1, 0]"
98,"[1, 0, 1, 1, 0, 0, 1]"
99,"[0, 0, 0, 1, 0, 0, 1]"
100,"[1, 1, 1, 1, 0, 1, 1]"
101,"[1, 1, 1, 0, 0, 1, 1]"
102,"[1, 0, 1, 0, 1, 0, 0]"
103,"[1, 1, 1, 0, 1, 0, 1]"
104,"[1, 0, 0, 1, 1, 0, 0]"
105,"[1, 0, 0, 0, 1, 0, 0]"
106,"[1, 0, 1, 0, 0, 0, 0]"
107,"[1, 0, 0, 0, 1, 1, 0]"
108,"[0, 0, 0, 1, 0, 1, 0]"
109,"[1, 0, 1, 0, 1, 1, 0]"
110,"[1, 0, 0, 1, 0, 1, 0]"
111,"[1, 0, 1, 0, 1, 1, 0]"
112,"[1, 1, 0, 1, 1, 0, 0]"
113,"[1, 1, 0, 0, 0, 0, 0]"
114,"[1, 1, 0, 0, 1, 0, 0]"
115,"[0, 0, 1, 1, 0, 1, 0]"
116,"[0, 0, 1, 1, 1, 0, 1]"
117,"[0, 1, 1, 0, 1, 0, 1]"
118,"[0, 0, 0, 1, 0, 1, 1]"
119,"[0, 1, 1, 0, 0, 0, 0]"
120,"[1, 0, 1, 0, 1, 1, 0]"
121,"[1, 0, 0, 1, 1, 0, 1]"
122,"[1, 1, 1, 0, 0, 0, 0]"
123,"[1, 0, 1, 1, 0, 1, 0]"
124,"[1, 1, 1, 1, 1, 1, 1]"
125,"[0, 0, 0, 1, 1, 0, 0]"
126,"[1, 1, 1, 0, 0, 1, 1]"
127,"[1, 0, 1, 1, 1, 1, 1]"
128,"[0, 1, 1, 1, 0, 0, 1]"
129,"[0, 1, 1, 1, 0, 1, 0]"
130,"[0, 0, 0, 0, 0, 0, 1]"
131,"[0, 0, 0, 1, 0, 1, 0]"
132,"[1, 1, 1, 1, 1, 1, 0]"
133,"[0, 0, 1, 1, 1, 0, 1]"
134,"[1, 1, 1, 1, 1, 1, 1]"
135,"[0, 0, 1, 0, 1, 1, 1]"
136,"[1, 0, 0, 1, 0, 0, 0]"
137,"[1, 0, 0, 1, 0, 0, 0]"
138,"[0, 1, 1, 1, 0, 1, 0]"
139,"[1, 1, 1, 0, 0, 0, 0]"
140,"[0, 1, 0, 1, 0, 1, 0]"
141,"[1, 0, 1, 1, 1, 0, 1]"
142,"[0, 0, 1, 1, 1, 0, 1]"
143,"[0, 1, 1, 1, 1, 0, 1]"
144,"[0, 0, 0, 1, 0, 1, 0]"
145,"[1, 1, 1, 1, 1, 0, 0]"
146,"[1, 0, 1, 1, 1, 0, 1]"
147,"[1, 1, 1, 1, 0, 0, 0]"
148,"[1, 0, 0, 0, 0, 0, 0]"
149,"[0, 1, 1, 1, 1, 1, 1]"
150,"[1, 1, 0, 0, 0, 0, 0]"
151,"[1, 1, 0, 0, 1, 0, 1]"
152,"[1, 0, 0, 0, 0, 0, 1]"
153,"[0, 0, 1, 1, 1, 0, 1]"
154,"[0, 1, 1, 0, 1, 0, 1]"
155,"[0, 0, 1, 0, 0, 1, 1]"
156,"[1, 0, 0, 0, 1, 1, 1]"
157,"[1, 1, 0, 1, 0, 0, 0]"
158,"[1, 1, 1, 1, 1, 0, 1]"
159,"[0, 1, 0, 1, 1, 1, 0]"
160,"[0, 0, 0, 0, 1, 1, 0]"
161,"[1, 0, 1, 1, 0, 0, 0]"
162,"[1, 0, 1, 0, 0, 1, 0]"
163,"[0, 0, 0, 1, 1, 0, 0]"
164,"[1, 1, 0, 0, 0, 1, 0]"
165,"[0, 0, 0, 1, 0, 0, 1]"
166,"[1, 0, 0, 0, 1, 1, 1]"
167,"[0, 0, 1, 1, 1, 0, 0]"
168,"[1, 1, 0, 1, 0, 0, 1]"
169,"[0, 0, 1, 0, 1, 1, 1]"
170,"[1, 1, 1, 1, 1, 0, 0]"
171,"[1, 0, 1, 0, 0, 1, 0]"
172,"[1, 1, 0, 0, 1, 1, 0]"
173,"[1, 0, 0, 0, 0, 0, 0]"
174,"[1, 0, 0, 1, 0, 0, 0]"
175,"[1, 0, 0, 1, 1, 1, 1]"
176,"[0, 0, 0, 0, 0, 0, 1]"
177,"[0, 0, 0, 0, 0, 0, 1]"
178,"[1, 1, 0, 0, 0, 1, 0]"
179,"[1, 1, 1, 1, 0, 1, 1]"
180,"[0, 1, 1, 1, 0, 1, 1]"
181,"[0, 1, 1, 0, 0, 1, 1]"
182,"[1, 0, 0, 0, 1, 1, 1]"
183,"[1, 1, 0, 1, 1, 1, 0]"
184,"[1, 1, 1, 1, 1, 1, 1]"
185,"[1, 1, 1, 1, 0, 0, 1]"
186,"[0, 1, 1, 0, 1, 1, 1]"
187,"[1, 1, 1, 0, 0, 1, 1]"
188,"[0, 0, 0, 1, 0, 1, 0]"
189,"[0, 0, 0, 0, 0, 1, 1]"
190,"[0, 0, 0, 1, 0, 1, 1]"
191,"[0, 1, 0, 1, 0, 1, 1]"
192,"[0, 1, 1, 0, 0, 0, 0]"
193,"[1, 1, 0, 0, 0, 0, 1]"
194,"[0, 1, 0, 0, 0, 0, 1]"
195,"[1, 0, 1, 0, 1, 0, 1]"
196,"[0, 1, 1, 1, 1, 0, 0]"
197,"[0, 0, 0, 1, 0, 0, 1]"
198,"[1, 1, 0, 0, 0, 0, 0]"
199,"[1, 0, 1, 0, 1, 1, 1]"
200,"[1, 0, 0, 0, 1, 1, 1]"
201,"[0, 1, 0, 0, 0, 0]"
202,"[1, 0, 1, 1, 1, 1]"
203,"[1, 0, 0, 1, 0, 0]"
204,"[1, 1, 1, 1, 0, 0]"
205,"[0, 0, 1, 0, 0, 1]"
206,"[1, 1, 0, 0, 0, 0]"
207,"[0, 0, 0, 1, 0, 1]"
208,"[0, 1, 0, 1, 0, 0]"
209,"[0, 1, 0, 0, 0, 1]"
210,"[0, 0, 0, 1, 1, 1]"
211,"[0, 1, 1, 1, 0, 0]"
212,"[0, 0, 1, 0, 0, 1]"
213,"[0, 0, 1, 0, 0, 1]"
214,"[0, 0, 1, 1, 1, 1]"
215,"[1, 1, 0, 1, 1, 0]"
216,"[0, 0, 1, 1, 0, 1]"
217,"[1, 0, 0, 0, 0, 0]"
218,"[0, 1, 1, 0, 0, 1]"
219,"[0, 0, 0, 0, 0, 1]"
220,"[0, 1, 0, 0, 0, 0]"
221,"[1, 1, 0, 0, 0, 0]"
